id,company,url,location,positionName,salary,description
131,Aagnia Technologies (www.aagnia.com),https://www.indeed.co.in/rc/clk?jk=16f5647e134d264a&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",Technology Lead,,"Technical skills

 5+ years development experience with development frameworks including Angular JS, ReactJS, Vue JS, Node.js, Python or combination of 2 or more technologies preferred
 Familiarity with relational database design, programming concepts, and best practices such as code efficiency, code optimization, object-oriented programming, and commenting
 Strong HTML/CSS/JavaScript skills
 Familiarity with React Native, and other desktop/mobile deployment platforms
 Exposure to (or willingness to learn) the PHP, Laravel is advantage
 Familiarity with cloud platform AWS
 Experience with source control systems such as Git

Interpersonal skills

 Ability to interface with other developers and clients to quickly evaluate and resolve issues
 Solid verbal and written communication with excellent problem-solving skills
 Familiarity with responsive design/development best practices
 Familiarity with accessible web design & development practices
 Disciplined self-starter able to be highly productive both working alone and in collaboration with a team.
 Ability to work within existing development standards as well as help define new processes, standards, and tools at the team level
 Eager to identify, learn, and use new and changing technologies
 Knowledge of web security best practices

Project Delivery skills

 Experience accurately estimating work, revising estimates and providing options to technical challenges
 Manage the execution of project and task assignments with developers and the PM team
 Guide delivery of fixed price, retainer, and T&M projects within expected timelines and budgets
 Serve as the technical lead on multiple active client accounts
 Craft and maintain Statement of Work, project plans, schedules, and task breakdowns/modules to achieve defined scopes of work
 Leverage internal tools, standards, and processes in all client work
 Maintain highly collaborative relationships with PM and Management
 Demonstrate senior-level consultative value to help clients achieve defined business goals and outcomes
 Effectively manage client expectations across active client work, seeking support from Aagnia’s management team as necessary
 Facilitate discovery engagements (onsite and remotely) to support the definition of project requirements into a SOW
 Collaborate with PM’s to translate requirements into comprehensive project approaches / plans that align with established timelines and budgets and can be executed successfully by the developer
 Collaborate with Accounts to develop a budget alongside the scope of work following discovery
 Drive client satisfaction through repeated project delivery successes and strategic engagement

Job Type: Full-time
Schedule:

 Day shift

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

 Please mention your current CTC and expected CTC

Experience:

 total work: 3 years (Required)"
132,iamneo.ai,https://www.indeed.co.in/rc/clk?jk=000c1ef1e2803f31&from=jasx&tk=1hddl0v99i9bf800&vjs=3,"Coimbatore, Tamil Nadu",Customer Success Delivery Manager - Tech,"₹15,00,000 - ₹20,00,000 a year","THE ROLE
   
   
     We are looking for an experienced and detail-oriented
     Customer Success Delivery
     Manager to join our vibrant team at iamneo. The successful candidate will be responsible for managing the overall relationship with assigned clients, ensuring their satisfaction, increasing adoption, and retention. As a Customer Success Delivery Manager, you will work directly with customers to provide the necessary support to achieve their goals.
   
   
   
     RESPONSIBILITIES
   
   
     Manage client portfolios, analyse customer data and improve customer experience.
     Develop, prepare, and nurture customers for account growth, handholding clients from sales closure to on-boarding, training, governance, reporting, and providing continued support.
     Identify and develop up-sell opportunities.
     Advocate for customer needs and issues discussion & cross-departmental resolutions.
     Understand proposal objectives, determine the scope of work, source information, collate and analyse information logically, and produce high-quality outputs in a timely manner.
     Maintain detailed repository and tracker to ensure all recent documents are added regularly.
     Proactively liaise with stakeholders to receive timely feedback to enhance proposal/presentation development processes.
     Manage a team of Customer Success Engineers/Technical Support Engineers.
     Handle client escalations as needed.
   
   
   
     WHAT WE ARE LOOKING FOR IN YOU...
   
   
     
    
    
      7+ years of experience leading teams in customer-facing role
      Strong project management abilities, and excellent technical writing, research, and communication skills.
      Basic understanding of tech stacks - Java, Javascript, Fullstack, Testing (Automation & Manual), python, C,C++, Angular.js, React.js, DBMS, etc., required
      Successful track record of managing at least Rs.20 crore in ARR
      Excellent written and verbal communication skills
      Proven record of driving adoption and growth of the install base
      Executive-level experience in a B2B customer success role with a fast-paced SaaS organization.
      Excellent analytical, problem-solving, and decision-making skills
      Worked in the software industry as a developer/tester/support executive early in their career would be a plus..
    
    
    
      WHAT YOU GET AS PERKS
    
    
      Flexible work timings and no leave policy - We don't go behind timelines, we work for better product at flexible working hours.
      No hierarchy - Everyone has open access to anyone in the team.
      Medical insurance - We got you covered. We provide insurance for you and your family members.
    
   
   
  
   
    Experience Level:
    
   
    Mid Level - 7 to 10 Years
    
   
   
    Compensation Details:
    
   
    15-20L per annum"
133,Bosch Group,https://www.indeed.co.in/rc/clk?jk=346648234086e857&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu",Firmware Developer for MEMS Sensor System,,"Company Description
  Bosch Global Software Technologies Limited (BGSW), is a 100% owned subsidiary of Robert Bosch GmbH, one of the world’s leading global supplier of technology and services, offering end to end engineering, IT and Business solutions.
  Our specific team from BGSW works with Bosch Sensortec GmbH
  Bosch Sensortec GmbH develops and markets key technologies in consumer electronics – micro-electro-mechanical sensors (MEMS), solutions and systems for smartphone applications, tablets, video game consoles, wearables, and the Internet of things. The sensors enable devices to recognize their surroundings and to transmit the data collected. MEMS are therefore part of the foundation for a networked world. Bosch Sensortec GmbH is a wholly owned subsidiary of Robert Bosch GmbH.
 
 

 Job Description
  Are you ready to boost your career in the exciting areas of sensor systems? We are looking for a skilled firmware expert to work on innovative sensor solutions to design and develop firmware for next gen IoT reference platform using Bosch MEMS Sensors.
  As part of the Software Engineering team, you develop software components, set up prototype platforms, integrate software algorithms, debug, benchmark and optimize next generation smart sensor systems and influencing hardware design as well.
  Understand complete software system comprising sensors, signals, busses, interrupts, timers to exploit and push performance boundaries for resource constrained MCU based devices with limited computing power / memory footprint.
  Working on this topic the developer shall experience a very interesting and challenging work flow with a wide spectrum from analyzing the market trends, Requirement analysis, Software designing to solution development and problem solving using simulation software as well as on actual hardware.
 
 

 Qualifications
  
 
   Personality: Self-starting with influencing and leadership skills.You convince and inspire others with your ideas and are a positive team player with experience working in multicultural teams.
   Experience & Know-How: A very good experience in optimized coding for embedded SW with modern C and C++. Ideally, having further experience on MEMS sensors, BLE and understanding and work experience on Sensor Framework, HAL & device tree (Linux, Android, Zephyr). Furthermore, a familiarity with Hardware Design and common software development tools like Enterprise Architect, Continuous Integration and Git.
   Experience: Solid knowledge and several years of working experience in embedded software systems on several microcontroller platforms (ARM Cortex-M and others), optimizing and debugging techniques, development in C, fulfilling real time requirements is a must.
   Languages: We are cooperating with different worldwide locations. Therefore, we expect excellent English skills.
   Education: Bachelor or Master degree in Computer Science, Electronics Engineering, Electrical Engineering or a related technical field
 
  Additional Information
  
 
   Strong programming expertise in C, C++. An additional knowledge in Python and linux is preferable.
   Hands-on experience with embedded development tools and troubleshooting methodologies
   Hands-on development experience in Boot Loader, RTOS and drivers
   Exposure and experience with real-time operating systems such as Zephyr, RTLinux.
   Exposure and experience with communication protocols such as SPI, I2C, USB, UART etc.
   Domain knowledge on MEMS sensors is must
   Good understanding of power measurement and management of embedded systems
   Good understanding in experience with static code analysis tools, unit testing frameworks.
   Good hold on reading schematics and data sheets for components
   Ability to adapt to fast changing requirements and provide solutions.
   Being an effective team player and willing to accept challenges and responsibilities."
134,Quench Techno valley,https://www.indeed.co.in/rc/clk?jk=6b1debbf687ba203&from=jasx&tk=1hddl2iqpk6rf800&vjs=3,"Coimbatore, Tamil Nadu",Full Stack Lead- Cloud,"₹13,476.78 - ₹64,030.12 a month","We Are Hiring!!!!!
Roles & Responsibilities:
We are looking for a Full stack Lead Developer/architect who can architect/design and lead a team of
full-stack developers to develop new architectures, modify existing ones, and implement RESTFul Web
applications and Service APIs using industry-standard protocols/Commercial/open source frameworks.
Theidealcandidateshouldbeafastlearnerinassimilatingandimplementingnewtechnologiesin Nimble
products/backendmodules asneeded.
Preferred Qualification & Experience:
-At-least 10+ years hands-on experience/proficiency in J2SE and J2EE platforms/Coding.
-Strong hands-on experience/proficiency in Spring Framework, Node JS.
-ExcellentProficiency/Hands onexperience in RelationalDatabases, SQL andORM technologies
(Hibernate experience is aplus).
-Experience in developing RESTFul Web Services using Spring MVC along with Oauth 2.0 authentication.
-ExperienceworkinginanAgileworkenvironment,applyingAgileconceptsandpracticessuchas
Refactoring/ContinuousIntegration/ContinuousTesting(TDD,BDD)andContinuousDelivery.
-Unit testing experience using Junit,TestNG
-Knowledge of build tools/Websers like Apache, Maven, Gradle, Ant, Jenkins.
-Hands-on experience in HTML, CSS 3, JavaScript, React JS
-Proficiency in using GIT & Bug Tracking Tools.
-Adequate working knowledge of AWS, Python, Angular JS, Rabbit MQ, Redis, ELK, Amazon SQS, Apache
Camel will be a major plus.
-Passionate about solving problems, quality and learning new technologies.
-Self-motivated with a passion to learn new things and lead energetic teams.
Compensation Package:
Nimble offers an excellent package including employee stock options (ESOP), health insurance and other
employee benefits. Compensation will not be a limitation for the ideal/motivated candidate.
Job Type: Full-time
Salary: ₹13,476.78 - ₹64,030.12 per month
Schedule:

 Day shift

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 Angular: 2 years (Required)
 total work: 8 years (Required)
 Java: 3 years (Required)

Speak with the employer+91 9042409958"
135,App Innovation Technologies,https://www.indeed.co.in/rc/clk?jk=7fdf196eade5202e&from=jasx&tk=1hddl2iqpk6rf800&vjs=3,"Coimbatore, Tamil Nadu",ReactJS Developer,,"Full Stack Engineer Job Description Template
We are looking for an experienced Full Stack Engineer to join our development team. In this role, you will be responsible for the overall development and implementation of front and back-end software applications. Your responsibilities will extend from designing system architecture to high-level programming, performance testing, and systems integration.
To ensure success as a full stack engineer, you should have advanced programming skills, experience with application development, and excellent troubleshooting skills. Top-rated full stack engineers create and implement advanced software systems that perfectly meet the needs of the company.
Full Stack Engineer Responsibilities:
Meeting with the software development team to define the scope and scale of software projects.
Designing software system architecture.
Completing data structures and design patterns.
Designing and implementing scalable web services, applications, and APIs.
Developing and maintaining internal software tools.
Writing low-level and high-level code.
Troubleshooting and bug fixing.
Identifying bottlenecks and improving software efficiency.
Collaborating with the design team on developing micro-services.
Writing technical documents.
Full Stack Engineer Requirements:
Bachelor’s degree in computer engineering or computer science.
Previous experience as a full stack engineer.
Advanced knowledge of front-end languages including HTML5, CSS, JavaScript, C++, and JQuery.
Proficient in back-end languages including Java, Python, Rails, Ruby, .NET, and PHP.
Knowledge of database systems and SQL.
Advanced troubleshooting skills.
Familiarity with JavaScript frameworks.
Good communication skills.
High-level project management skills.
Job Type: Full-time
Salary: ₹10,114.99 - ₹51,145.24 per month
Schedule:

 Day shift

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 total work: 1 year (Preferred)
 software development: 1 year (Preferred)
 HTML5: 1 year (Preferred)

Speak with the employer+91 9345370131"
136,Aattral Research Pvt Ltd,https://www.indeed.co.in/rc/clk?jk=9d0d67833701caba&from=jasx&tk=1hddl2jn8jjis803&vjs=3,"Coimbatore, Tamil Nadu",Senior Software Developer,"₹6,00,000 - ₹12,00,000 a year","Job Title:Senior Software Engineer, Energy Storage and Electric Vehicle Management Systems
Education

 Bachelors or M.E/M.Tech in computer science engineering, or related technical field.

Job Responsibilities

 Build and troubleshoot desktop and embedded-systems applications using programming languages such as C#, python, and C
 Apply technical expertise to develop reference implementations and simulators for Distributed Energy Resources (DER) like solar PV, energy storage, electric vehicles etc.
 Develop protocol drivers for communicating with DER using emerging IEEE standards like Modbus, DNP3, and IEEE 2030.5.
 Effectively communicate complex ideas with credibility, confidence, and clarity to diverse audiences through technical publications/papers and making presentations.
 Skill in writing crisp and clear documents and correspondence; drafting research proposals
 Apply technical knowledge to industry issues and gain input on needs from stakeholders and identify current and emerging technical issues.
 Develop research or services opportunities of value to the smart grid industry. This will include solving customer problems, producing vital insights and information, and delivering information in a manner that our customers can and will apply.
 Broaden technical expertise and interface with national and international technical networks with manufacturers, consultants, and academia and research organizations.
 Communicates results, written and verbal, to our customers and external stakeholders through guidelines, reports, meetings, webcasts, workshops and conferences.

Knowledge, Skills, And Abilities

 3 -5 or more years of software development and testing experience.
 Background in developing communication architectures for management of solar PV, battery storage, and electric vehicles.
 Strong fundamentals in Operating Systems.
 Experience developing and troubleshooting desktop and embedded applications.
 Experience with object-oriented programming languages (C#, python, C)
 Proficiency in data analysis with SQL, Python and Spark
 Ability to effectively communicate highly complex ideas with credibility, confidence, and clarity to diverse audiences through technical publications/papers and making presentations.
 Skill in writing crisp and clear emails that put a course of action on strong technical footing; experience drafting research proposals
 Incumbents must be able to exercise judgment, diligence, and attention to detail and demonstrate an aptitude for carrying out responsible technical assignments.
 Good verbal and written communication skills.

Job Types: Regular / Permanent, Full-time
Salary: ₹600,000.00 - ₹1,200,000.00 per year
Benefits:

 Work from home

Schedule:

 Day shift
 Monday to Friday

Supplemental pay types:

 Performance bonus

Education:

 Bachelor's (Preferred)

Experience:

 total work: 3 years (Required)"
137,NDOT Technologies Pvt Ltd,https://www.indeed.co.in/rc/clk?jk=51539622d9a6ec16&from=jasx&tk=1hddl2jn8jjis803&vjs=3,"Coimbatore, Tamil Nadu",Senior Python Developer,"Up to ₹46,829 a month","Experience : 4 to 7 year
About The Role
Specific responsibilities:
● To participate in the design, build, testing, release, and maintenance of new features from the product roadmap, working with your team, and any other key stakeholders.
● To contribute to work on carrier integration part of the platform, ensuring we are providing stable, scalable and reliable solutions
● To become an expert in your field, to share your knowledge and best practices to your team and company
● To suggest improvements to the technical aspects of the platform as well as software development processes in order to improve the team’s efficiency
Candidate experience:
● good experience with Python and Django
● Experience in working with REST APIs
● Knowledge of relational databases such as PostgresQL
Job Type: Full-time
Salary: Up to ₹46,829.01 per month
Schedule:

 Day shift

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 Python: 4 years (Preferred)
 total work: 4 years (Preferred)

Speak with the employer+91 9500454487"
138,Indotexnology,https://www.indeed.co.in/rc/clk?jk=9e22eb423103c8b9&from=jasx&tk=1hddl2iivj311803&vjs=3,"Coimbatore, Tamil Nadu",Embedded Developer (Arduino and python),"₹18,086 - ₹35,153 a month","https://forms.gle/m6ZohGXjCBdWRoKFA
Summary:
The successful candidate must possess excellent coding skills, problem-solving skills, the ability to read and interpret technical drawings and requirements. 
Responsibilities:
- Create and modify C programs for various applications.
- Design engineering systems for industrial automation tasks.
- Research, select, and apply sensors, vision systems, communication technologies, and control devices.
- Identify and select materials suitable for automation system designs.
- Analyze and suggest improvements to existing development and manufacturing procedures.
- Coordinate and manage projects, including schedules, budgets, and customer interactions.
- Oversee the work of contractors and maintain project documentation.
- Test design solutions and troubleshoot equipment problems.
- Continuously improve existing systems and contribute to new projects.
- Adhere to safety regulations and industry standards.
- Attend industry-related training and stay updated on relevant technologies.
Knowledge and Competencies:
- Strong documentation skills, including instruction writing and diagram interpretation.
- HMI knowledge, including object types, screen layouts, animation, and alarms.
- Familiarity with electrical codes and standards (NEC, NFPA, IEC, etc.).
- Proficient in ladder logic, statement list, and function block diagram programming.
- Diagnostic and analytical skills for troubleshooting and problem-solving.
- Ability to read and understand electrical control and mechanical drawings.
- Flexibility to work flexible hours and meet project deadlines.
- Strong practical approach and operational mindset.
- Experience with manufacturing ERP systems.
- Knowledge of engineering procedures and international codes and standards.
- Basic communication, presentation, negotiation, and project management skills.
- Techno-commercial mindset and willingness to take on responsibilities.
- Bachelor's degree or Diploma in a relevant field.
Job Types: Regular / Permanent, Full-time
Salary: ₹18,086.00 - ₹35,153.00 per month
Benefits:

 Cell phone reimbursement
 Food provided
 Health insurance
 Internet reimbursement
 Paid time off
 Provident Fund

Schedule:

 Day shift

Supplemental pay types:

 Performance bonus

Experience:

 total work: 1 year (Required)"
139,Accenture,https://www.indeed.co.in/rc/clk?jk=fa3ce770fad1d074&from=jasx&tk=1hddl2iivj311803&vjs=3,"Coimbatore, Tamil Nadu",Natural Language Processing (NLP) AI Platform Engineer,,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.com
  
  
  Project Role :AI Platform Engineer
   Project Role Description :Develops applications and systems that utilize AI to improve performance and efficiency, including but not limited to deep learning, neural networks, chatbots, natural language processing.
   Management Level :9
   Work Experience :6-8 years
   Work location :Coimbatore
   Must Have Skills :
   Good To Have Skills :
   Job Requirements : 
    
    Key Responsibilities : 1 Build predictive models, develop advanced algorithms that extract and classify information from large datasets quantify model performance 2 Evaluate emerging technologies that may contribute to our analytical platform Identify and exploit new patterns in data using various techniques 3 Worked with ML data mining toolkits like NLP,Semantic Web,R,Core NLP,NLTK etcInformation retrieval libraries like Lucene,SOLR fast paced,test driven, collaborative and iterative programming env
     Technical Experience : 1 Work with developers to integrate front end with backend,knowledge in Insurance, Banking and Capital markets domains 2 Strong coding ability in Python,R programming. Should know about crunching billions of datapoints for statistical modeling,data mining for insights and recommendation solutions
     Professional Attributes : 1 Be a self starter and a fast learner 2 Possess strong problem solving skills with the ability to methodically analyze and resolve tech challenges 3 Possess strong written, verbal,comm,analyitical,tech,inter personal and presentation skills 4 Excellent exp in interaction and handling of clients
     Educational Qualification : 15years fulltime of Education
     Additional Information : 1 Analyze data,develop robust statistical algorithms,model
   
 
 
 15 years of full time education"
140,SuperLabs,https://www.indeed.co.in/rc/clk?jk=0ef38e78a7293919&from=jasx&tk=1hddl2iivj311803&vjs=3,"Coimbatore, Tamil Nadu",Python AWS Developer,,"Experience level : 5 - 8 years 

Educational qualification : B.E./Dipl. 

Base Location : Coimbatore. 

 Desired Candidate Profile 

 Object-oriented programming with Python. 
Data structure and design patterns. 

Knowledge of AWS managed services like: . 
Storage - S3, DynamoDB. 
Streaming - Kinesis 
Compute - Lambda 
Other - Event bridge, API gateway. 

 Mandatory Skills 

 AWS, -Storage - S3, DynamoDB, Kinesis, lambda, -Other - Event bridge, API gateway."
141,Soldat Global Technologies,https://www.indeed.co.in/rc/clk?jk=87872ee56668a1d0&from=jasx&tk=1hddl2iivj311803&vjs=3,"Coimbatore, Tamil Nadu",Robotics Engineer,"₹2,00,000 - ₹5,00,000 a year","Designation: Robotics EngineerExperience: 1-3 yearsCTC: Based on experience.Location: Coimbatore
Job details:
· Proficiency in robotics middleware such as ROS (Robot Operating System)· Development of customized Nodes in ROS according to Robotic/Sensor Application· Familiarity with Linux.· Ability to write robust code in python and C++· Knowledge of math, probability and algorithms· Familiarity with machine learning frameworks and libraries.· Experience developing software systems for localization & mapping.· Object detection & tracking and control of the robot.· Ability to select hardware to run ML model with required latency.· Experience with Integrating Robotic Sub-Systems,· Experience working on Unmanned Ground Vehicles and Unmanned Aerial Vehicles.· Troubleshooting robotic systems and applications.· Proven experience as an Artificial Intelligence /Machine Learning developer.
Skills: C++, Python, ROS, ROS2, ROS Navigation stack & path planning
OS: Windows, Linux, Ubuntu
Other Skills: Configuration Management, Software Testing, Basics of QT, Basics of image processing, Object Detection and Basics of machine learning.
Please click the below link to get all details through WhatsApp.https://lnkd.in/gqzcPhKH
Job Type: Full-time
Salary: ₹200,000.00 - ₹500,000.00 per year
Schedule:

 Day shift

Supplemental pay types:

 Yearly bonus

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Preferred)

Experience:

 Python: 1 year (Required)
 ROS: 1 year (Required)
 C++: 1 year (Required)

Speak with the employer+91 9944810355"
142,SuperLabs,https://www.indeed.co.in/rc/clk?jk=9533f6d65001dcb9&from=jasx&tk=1hddl2jn8jjis803&vjs=3,"Coimbatore, Tamil Nadu",Python Fullstack developer,,"Experience level : 4-7 years 

Educational qualification : B.E./Dipl. 

Base Location : Coimbatore. 

 Desired Candidate Profile 

 Object-oriented programming with Python. 
Data structure and design patterns. 
Reactjs. 
Any one - Azure / AWS / GCP / Heroku. 
Open source contributor. 
TDD and unit testing 
Understanding of tools like - GIT/SVN, Jira/Trello/Asana. 
Understanding of event-driven programming in Python. 

 Mandatory Skills 

 Azure / AWS / GCP / Heroku, Tools like - GIT/SVN, Jira/Trello/Asana, TDD and unit testing, Python"
143,ICore Software Technologies,https://www.indeed.co.in/rc/clk?jk=c74dc5719d97eff4&from=jasx&tk=1hddl2iivj311803&vjs=3,"Coimbatore, Tamil Nadu",Frappe/ERP Next Developer version 14 (Freelancer),₹150 - ₹300 an hour,"We are looking for a highly skilled and experienced Frappe/ERP Next developer to join our team of freelancers. The ideal candidate will have a strong understanding of the Frappe framework and ERP Next, as well as experience with Python, JavaScript, and Jinja templates.
The primary responsibilities of the role will include:
Designing, developing, and testing custom ERP Next applications
Maintaining and upgrading existing ERP Next systems
Providing support to clients on ERPNext-related issues
Collaborating with other developers and team members
Qualifications:
3+ years of experience with Frappe/ERP Next
Strong understanding of Python, JavaScript, and Jinja templates
Experience with Agile development methodologies
Excellent communication and problem-solving skills
Ability to work independently and as part of a team
Benefits:
Flexible work hours
Opportunity to work on challenging and interesting projects
Competitive compensation
Chance to be part of a growing and dynamic team
Job Type: FreelanceContract length: 12 months
Salary: ₹150.00 - ₹300.00 per hour
Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 total work: 3 years (Preferred)
 ERP NEXT DEVELOPMENT: 3 years (Preferred)

Speak with the employer+91 8438485374"
144,Kneurots,https://www.indeed.co.in/rc/clk?jk=ab9d5a2fd409dda4&from=jasx&tk=1hddkvkmek7h2800&vjs=3,"Coimbatore, Tamil Nadu",Backend Developer,,"Full Backend Developer :
We are urgently seeking a candidate to assist the team.
We need someone who can write code, and build software in a very fast-paced environment. Familiarity with JavaScript, HTML5, and CSS and additional languages is required. Qualified candidates should submit a résumé and cover letter as soon as possible.
Front Backend Developer:
Looking for an expert in problem-solving and taking responsive actions with ensuring whether the application is optimized in both technical and best for the user experience. The developer should understand the key design principles. In-depth knowledge & passion in JavaScript, CSS, HTML, OOPS, Bootstrap and relative front-end tools are needed.
Job Description:
1. Relevant experience in Front End Development is required.
2. Passionate to create good designs and usability.
3. Team player with good communication skills.
4. Ability to communicate with international clients.
5. Fast and punctual worker is our desire.
Back End Developer:
We are seeking a Backend developer to join our team of developers responsible for the development and maintenance of web applications. The ideal candidate will have experience in PHP or Python or any development and be able to collaborate with cross-functional teams to ensure project success.
Responsibilities:
1. Develop and maintain web applications using PHP, MySQL, and related technologies.
2. Participate in the entire software development lifecycle, including design, coding, testing, and deployment.
3. Collaborate with cross-functional teams to gather and analyze project requirements.
4. Write clean, efficient, and well-documented code.
5. Identify and troubleshoot technical issues and provide solutions.
6. Stay up to date with new technologies and best practices.
Requirements:
Bachelor's degree in Computer Science or a related field,
3+ years of experience in PHP development,
Proficiency in PHP, MySQL, and related web technologies (HTML, CSS, JavaScript),
Experience with Laravel or similar PHP frameworks or others,
Knowledge of software development best practices, including Agile methodologies,
Excellent problem-solving and communication skills,
Ability to work in a team environment and deliver quality code on time,
Preferred:
Experience with AWS or other cloud computing platforms.
Familiarity with Git and continuous integration tools.
Experience with Front-end & Back-end development using JavaScript frameworks such as React or Angular or any other with strong knowledge.
Job Type: Full-time
Pay: ₹20,000.00 - ₹30,000.00 per year
Benefits:

 Paid sick time

Schedule:

 Monday to Friday
 Morning shift

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Education:

 Bachelor's (Preferred)

Experience:

 Programming: 1 year (Preferred)
 total work: 1 year (Preferred)

Speak with the employer+91 8072087547"
145,Albega Solutions (I) Pvt Ltd,https://www.indeed.co.in/rc/clk?jk=9485ce5dc78e5866&from=jasx&tk=1hddl2iivj311803&vjs=3,"Coimbatore, Tamil Nadu",ERPNext Developer,"₹25,000 - ₹35,000 a month","We are looking for an experienced ERPNext Developer to join our team. The ideal candidate will have a strong understanding of ERPNext and Frappe framework, as well as experience with Python, JavaScript, CSS, HTML, and Jinja templates. The developer will be responsible for designing, configuring, building, testing, deploying, and maintaining ERPNext and Frappe based applications.
Responsibilities:

 Gather technical requirements from internal and external customers
 Create documentation for software development and testing
 Participate in Agile development methodologies
 Drive continuous improvement in development and operations best practices
 Ability to convey complex information in both written and oral form to technical and non-technical audiences

Qualifications:

 2+ years of experience with ERPNext/
 Experience with Frappe framework
 Working knowledge of Python, JavaScript, CSS, HTML, and Jinja templates
 Familiarity with current ERPNext features and functionalities
 Quick and self learner

Job Type: Full-time
Salary: ₹25,000.00 - ₹35,000.00 per month
Benefits:

 Flexible schedule

Schedule:

 Day shift

Supplemental pay types:

 Performance bonus
 Yearly bonus

Ability to commute/relocate:

 Coimbatore, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)

Experience:

 total work: 1 year (Preferred)
 ERPNext: 1 year (Preferred)

Speak with the employer+91 93440 80652"
146,Threlakshaa Technologies,https://www.indeed.co.in/rc/clk?jk=da8e9e7c7c052784&from=jasx&tk=1hddl2iqpk6rf800&vjs=3,"Coimbatore, Tamil Nadu",Sr. Python Developer,"₹15,00,000 - ₹18,00,000 a year","We are looking for a Senior Python Web Developer responsible for managing the interchange
of data between the server and the users. Your primary focus will be the development of all
server-side logic, API, 3rd party integration, and ensuring high performance and
responsiveness to requests from the front-end. You will also be responsible for integrating the
front-end elements built by your co-workers into the application; therefore, a basic
understanding of front-end technologies is necessary as well.
Responsibilities:

 Coordinating with development teams to determine application requirements.


 Writing scalable code using Python programming language.


 Testing and debugging applications.


 Developing back-end components.


 Integrating user-facing elements using server-side logic.


 Assessing and prioritizing client feature requests.


 Integrating data storage solutions.


 Coordinating with front-end developers.


 Reprogramming existing databases to improve functionality.


 Developing digital tools to monitor online traffic.

Desired Skill Set:

 Bachelor's degree in computer science, computer engineering, or related field.


 5-7 years of experience as a Python developer.


 Expert knowledge of Python and related frameworks including Django and Flask.


 A deep understanding and multi-process architecture and the threading limitations of

Python.

 Basic understanding of front-end technologies, such as JavaScript, HTML5, and

CSS3.

 Familiarity with testing tools.


 Proficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}


 Ability to collaborate on projects and work independently when required.

Job Type: Full-time
Salary: ₹1,500,000.00 - ₹1,800,000.00 per year
Schedule:

 Morning shift

Supplemental pay types:

 Yearly bonus

Education:

 Bachelor's (Preferred)

Experience:

 Python: 5 years (Preferred)
 total work: 5 years (Preferred)

Ability to Commute:

 Coimbatore, Tamil Nadu (Preferred)

Ability to Relocate:

 Coimbatore, Tamil Nadu: Relocate before starting work (Preferred)"
